location_id;city;state;postal_code;country
1;MUMBAI;MAHARASHTRA;400081;IN
2;BENGALURU;KARNATAKA;560085;IN
3;NAVI MUMBAI;MAHARASHTRA;410210;IN
4;PUDUCHERRY;PUDUCHERRY;605008;IN
5;CHENNAI;TAMIL NADU;600073;IN
6;GHAZIABAD;UTTAR PRADESH;201102;IN
7;CHANDIGARH;CHANDIGARH;160036;IN
8;HYDERABAD;TELANGANA;500032;IN
9;HYDERABAD;TELANGANA;500008;IN
10;Chennai;TAMIL NADU;600041;IN
11;NOIDA;UTTAR PRADESH;201303;IN
12;Amravati;MAHARASHTRA;444606;IN
13;MUMBAI;MAHARASHTRA;400053;IN
14;GUNTAKAL;ANDHRA PRADESH;515801;IN
15;JAIPUR;RAJASTHAN;302020;IN
16;NEW DELHI;DELHI;110074;IN
17;Gurgaon;HARYANA;122004;IN
18;BENGALURU;KARNATAKA;560017;IN
19;TIRUCHIRAPPALLI;TAMIL NADU;620018;IN
20;BENGALURU;KARNATAKA;560040;IN
21;HYDERABAD;TELANGANA;500072;IN
22;pune;MAHARASHTRA;411044;IN
23;TEZPUR;ASSAM;784001;IN
24;RANCHI;JHARKHAND;834002;IN
25;BILASPUR;CHHATTISGARH;495001;IN
26;PUNE;MAHARASHTRA;411052;IN
27;BENGALURU;KARNATAKA;560037;IN
28;GUWAHATI;ASSAM;781003;IN
29;THIRUVARUR;TAMIL NADU;613704;IN
30;LUCKNOW;UTTAR PRADESH;226010;IN
31;VISAKHAPATNAM;ANDHRA PRADESH;530016;IN
32;JEYPUR;ODISHA;764001;IN
33;HYDERABAD;TELANGANA;500028;IN
34;LUCKNOW;UTTAR PRADESH;226016;IN
35;CHENNAI;TAMIL NADU;600033;IN
36;NEW DELHI;DELHI;110092;IN
37;THIRUVANANTHAPURAM;KERALA;695011;IN
38;GREATER NOIDA;UTTAR PRADESH;201306;IN
39;JABALPUR;MADHYA PRADESH;482002;IN
40;MUMBAI;MAHARASHTRA;400092;IN
41;LUCKNOW;UTTAR PRADESH;226017;IN
42;MUMBAI;MAHARASHTRA;400076;IN
43;KOLKATA;WEST BENGAL;700014;IN
44;ONGOLE;ANDHRA PRADESH;523001;IN
45;SECUNDERABAD;TELANGANA;500017;IN
46;HYDERABAD;TELANGANA;500062;IN
47;KEWALPUR;UTTAR PRADESH;271881;IN
48;CUTTACK;ODISHA;753012;IN
49;BADLAPUR;MAHARASHTRA;421503;IN
50;dimapur;NAGALAND;797112;IN
51;BENGALURU;KARNATAKA;560047;IN
52;BENGALURU;KARNATAKA;560076;IN
53;WARANGAL;TELANGANA;506001;IN
54;DHAULPUR;RAJASTHAN;328024;IN
55;GUWAHATI;ASSAM;781029;IN
56;Bengaluru;KARNATAKA;560103;IN
57;BENGALURU;KARNATAKA;560023;IN
58;NAGPUR;MAHARASHTRA;440022;IN
59;THANE;MAHARASHTRA;400607;IN
60;Dahod;Gujarat;389151;IN
61;RANCHI;JHARKHAND;834004;IN
62;PUNE;MAHARASHTRA;411014;IN
63;VIJAPURA;KARNATAKA;586201;IN
64;MUMBAI;MAHARASHTRA;400080;IN
65;bangalore;KARNATAKA;560001;IN
66;BENGALURU;KARNATAKA;560098;IN
67;BERHAMPUR;ODISHA;760002;IN
68;HYDERABAD;TELANGANA;500085;IN
69;PUNE;MAHARASHTRA;411045;IN
70;HIMMATNAGAR;Gujarat;383001;IN
71;Kolkata;WEST BENGAL;700048;IN
72;HYDERABAD;TELANGANA;502032;IN
73;DEHRADUN;UTTARAKHAND;248001;IN
74;KOLKATA;WEST BENGAL;700078;IN
75;DHARMAPURI;TAMIL NADU;636705;IN
76;DEHRADUN;UTTARAKHAND;248005;IN
77;JAIPUR;RAJASTHAN;303905;IN
78;VADODARA;Gujarat;390019;IN
79;CHAVAKKAD;KERALA;680506;IN
80;PATNA;BIHAR;800026;IN
81;CHENNAI;TAMIL NADU;600028;IN
82;VADODARA;Gujarat;390018;IN
83;VADODARA;Gujarat;390003;IN
84;PUNE;MAHARASHTRA;411046;IN
85;Jammu;JAMMU & KASHMIR;180011;IN
86;bangalore;KARNATAKA;560026;IN
87;NEW DELHI;DELHI;110036;IN
88;NARNAUND;HARYANA;125039;IN
89;Ahmedabad;Gujarat;380051;IN
90;AMBARNATH;MAHARASHTRA;421502;IN
91;GWALIOR;MADHYA PRADESH;474005;IN
92;NEW DELHI;DELHI;110078;IN
93;ROHTAK;HARYANA;124001;IN
94;Kolkata;WEST BENGAL;700156;IN
95;NEW DELHI;DELHI;110034;IN
96;HYDERABAD;TELANGANA;500054;IN
97;PATNA;BIHAR;800002;IN
98;RAMAGUNDAM;TELANGANA;505211;IN
99;PITHORAGARH;UTTARAKHAND;262501;IN
100;KOLKATA;WEST BENGAL;700057;IN
101;MUMBAI;MAHARASHTRA;400101;IN
102;HYDERABAD;TELANGANA;500053;IN
103;GUWAHATI, KAMRUP (M);ASSAM;781014;IN
104;KOLAR;KARNATAKA;563101;IN
105;PATIALA;PUNJAB;147001;IN
106;REWA;MADHYA PRADESH;486001;IN
107;BONGAIGAON;ASSAM;783380;IN
108;HYDERABAD;TELANGANA;500087;IN
109;BENGALURU;KARNATAKA;560055;IN
110;Chengalpattu;TAMIL NADU;603002;IN
111;PERAMBALUR;TAMIL NADU;621212;IN
112;BILASPUR;HIMACHAL PRADESH;174001;IN
113;CHENNAI;TAMIL NADU;600099;IN
114;VARANASI;UTTAR PRADESH;221010;IN
115;BENGALURU;KARNATAKA;560036;IN
116;COIMBATORE;TAMIL NADU;641035;IN
117;CHIRMIRI;CHHATTISGARH;497449;IN
118;AZAMGARH;UTTAR PRADESH;276302;IN
119;KALYAN;MAHARASHTRA;421306;IN
120;NEW DELHI;DELHI;110016;IN
121;GUWAHATI;ASSAM;781026;IN
122;MYSORE;KARNATAKA;570008;IN
123;BARABANKI;UTTAR PRADESH;225001;IN
124;AMILA;UTTAR PRADESH;275301;IN
125;VIJAYAWADA;ANDHRA PRADESH;520010;IN
126;RAWAN AMBUJA CEMENT PLANT;CHHATTISGARH;493331;IN
127;HERBERTPUR;UTTARAKHAND;248142;IN
128;BENGALURU;KARNATAKA;560048;IN
129;KALAMASSERY;KERALA;682021;IN
130;Puri-2;ODISHA;752002;IN
131;TIKABALI;ODISHA;762010;IN
132;BIHARSHARIF;BIHAR;803115;IN
133;HYDERABAD;TELANGANA;500075;IN
134;PARAVUR;KERALA;683513;IN
135;BASTI;UTTAR PRADESH;272001;IN
136;WALAJAPET;TAMIL NADU;632513;IN
137;Bengaluru;KARNATAKA;560029;IN
138;Mahendragarh;HARYANA;123027;IN
139;HYDERABAD;TELANGANA;500086;IN
140;New Delhi;DELHI;110019;IN
141;GURUGRAM;HARYANA;122002;IN
142;BENGALURU;KARNATAKA;560022;IN
143;MUMBAI;MAHARASHTRA;400069;IN
144;BIJNOR;UTTAR PRADESH;246722;IN
145;MUMBAI;MAHARASHTRA;400078;IN
146;ALLAHABAD;UTTAR PRADESH;211001;IN
147;VASAI VIRAR;MAHARASHTRA;401202;IN
148;BENGALURU;KARNATAKA;560087;IN
149;BIJNOR;UTTAR PRADESH;246701;IN
150;HYDERABAD;TELANGANA;500090;IN
151;BENGALURU;KARNATAKA;560075;IN
152;MANGALURU;KARNATAKA;575001;IN
153;HYDERABAD;TELANGANA;500034;IN
154;NEW TOWN;WEST BENGAL;700059;IN
155;MUMBAI;MAHARASHTRA;400016;IN
156;SAMBHAL;UTTAR PRADESH;244302;IN
157;NAGPUR;MAHARASHTRA;441002;IN
158;ELAVANASURKOTTAI;TAMIL NADU;607202;IN
159;SANGLI MIRAJ KUPWAD;MAHARASHTRA;416410;IN
160;MYSURU;KARNATAKA;570016;IN
161;ANKLESHWR;Gujarat;393002;IN
162;Chennai;TAMIL NADU;600117;IN
163;Greater Noida West;UTTAR PRADESH;201009;IN
164;JAMMU;JAMMU & KASHMIR;180007;IN
165;ITANAGAR;ARUNACHAL PRADESH;791113;IN
166;KOLKATA;WEST BENGAL;700075;IN
167;KARANJA;MAHARASHTRA;444105;IN
168;NIMBAHERA;RAJASTHAN;312620;IN
169;Imphal East;MANIPUR;795010;IN
170;BIDHAN NAGAR;WEST BENGAL;700064;IN
171;BENGALURU;KARNATAKA;560064;IN
172;AHMEDABAD;Gujarat;380015;IN
173;TIRUCHIRAPPALLI;TAMIL NADU;620001;IN
174;BHUBANESWAR;ODISHA;752054;IN
175;ALIGARH;UTTAR PRADESH;202001;IN
176;KOCHI;KERALA;682006;IN
177;GHAZIABAD;UTTAR PRADESH;201014;IN
178;PUNE;MAHARASHTRA;412207;IN
179;Bangalore;KARNATAKA;560016;IN
180;MALAPPURAM;KERALA;676517;IN
181;NOIDA;UTTAR PRADESH;201301;IN
182;GREATER NOIDA;UTTAR PRADESH;201308;IN
183;PATNA;BIHAR;800023;IN
184;SIBSAGAR;ASSAM;785674;IN
185;GAYA;BIHAR;823001;IN
186;BENGALURU;KARNATAKA;560083;IN
187;GURUGRAM;HARYANA;122001;IN
188;KOLLAM;KERALA;691522;IN
189;PERALASSERI;KERALA;670622;IN
190;BENGALURU;KARNATAKA;560102;IN
191;BENGALURU;KARNATAKA;560100;IN
192;UDUPI;KARNATAKA;576104;IN
193;MARIANI;ASSAM;785634;IN
194;NEW DELHI;DELHI;110075;IN
195;MANGALURU;KARNATAKA;575006;IN
196;AHMEDABAD;Gujarat;380022;IN
197;KOLKATA;WEST BENGAL;700051;IN
198;COOCH BEHAR;WEST BENGAL;736101;IN
199;PUNE;MAHARASHTRA;411037;IN
200;DEHRADUN;UTTARAKHAND;248009;IN
201;JHARIA KHAS;JHARKHAND;828111;IN
202;KOLKATA;WEST BENGAL;700070;IN
203;Secunderabad;TELANGANA;500010;IN
204;UDAIPUR;RAJASTHAN;313001;IN
205;COIMBATORE;TAMIL NADU;641030;IN
206;BHUBANESWAR;ODISHA;751006;IN
207;BHAGALPUR;BIHAR;812003;IN
208;NAGPUR;MAHARASHTRA;440036;IN
209;CHENNAI;TAMIL NADU;600096;IN
210;BERHAMPORE;WEST BENGAL;742103;IN
211;SEONI;MADHYA PRADESH;480661;IN
212;Agra;UTTAR PRADESH;282002;IN
213;LUCKNOW;UTTAR PRADESH;226029;IN
214;BENGALURU;KARNATAKA;560067;IN
215;PATNA;BIHAR;800001;IN
216;GHAZIABAD;UTTAR PRADESH;201012;IN
217;Nermand;HIMACHAL PRADESH;172023;IN
218;CHENNAI;TAMIL NADU;600010;IN
219;KAMAREDDY;TELANGANA;503111;IN
220;SRINAGAR;JAMMU & KASHMIR;190015;IN
221;BENGALURU;KARNATAKA;560042;IN
222;MUDDEBIHAL;KARNATAKA;586212;IN
223;SANTHAMAGULURU MANDAL;ANDHRA PRADESH;523302;IN
224;HYDERABAD;TELANGANA;500058;IN
225;NEW DELHI;DELHI;110045;IN
226;BENGALURU;KARNATAKA;562125;IN
227;KOLKATA 700034;WEST BENGAL;700034;IN
228;kolkata;WEST BENGAL;700045;IN
229;HYDERABAD;TELANGANA;500001;IN
230;BARUIPUR;WEST BENGAL;700145;IN
231;KENDRAPARA;ODISHA;754211;IN
232;VIJAYAWADA;ANDHRA PRADESH;521225;IN
233;MUMBAI;MAHARASHTRA;400072;IN
234;NASHIK;MAHARASHTRA;422003;IN
235;THANE;MAHARASHTRA;401107;IN
236;HOSHIARPUR;PUNJAB;146001;IN
237;BENGALURU;KARNATAKA;560010;IN
238;BARSHI;MAHARASHTRA;413401;IN
239;HYDERABAD;TELANGANA;500089;IN
240;BENGALURU;KARNATAKA;560068;IN
241;CHENNAI;TAMIL NADU;600036;IN
242;CHANDI MANDIR;HARYANA;134107;IN
243;ujjain;MADHYA PRADESH;456010;IN
244;Haldwani;UTTARAKHAND;263139;IN
245;CHENNAI;TAMIL NADU;600125;IN
246;MUMBAI;MAHARASHTRA;400049;IN
247;Uttarkashi;UTTARAKHAND;249193;IN
248;Old Goa;Goa;403107;IN
249;MAHESHWAR;MADHYA PRADESH;451224;IN
250;HARDOI;UTTAR PRADESH;241001;IN
251;HYDERABAD;TELANGANA;500073;IN
252;SHILLONG;MEGHALAYA;793008;IN
253;DHAMNOD DHAR DISTRICT;MADHYA PRADESH;454552;IN
254;BENGALURU;KARNATAKA;560070;IN
255;CHAKDAHA;WEST BENGAL;741222;IN
256;CHENNAI;TAMIL NADU;600082;IN
257;KOLKATA;WEST BENGAL;700044;IN
258;CHIKKAMAGALURU;KARNATAKA;577101;IN
259;BHUBANESWAR;ODISHA;751003;IN
260;GURUGRAM;HARYANA;122018;IN
261;KOLKATA;WEST BENGAL;700050;IN
262;ALLAHABAD;UTTAR PRADESH;211004;IN
263;LUCKNOW;UTTAR PRADESH;226022;IN
264;KOLKATA;WEST BENGAL;700089;IN
265;MALDA;WEST BENGAL;732101;IN
266;Nellore;ANDHRA PRADESH;524314;IN
267;CUNCOLIM;GOA;403703;IN
268;Hyderabad;TELANGANA;500068;IN
269;PUNE;MAHARASHTRA;411028;IN
270;trivandrum;KERALA;695003;IN
271;KANPUR;UTTAR PRADESH;208027;IN
272;CHINNALAPATTI;TAMIL NADU;624301;IN
273;BENGALURU;KARNATAKA;560072;IN
274;BAGESHWAR;UTTARAKHAND;263642;IN
275;NEW DELHI;DELHI;110059;IN
276;BARRACKPORE;WEST BENGAL;700122;IN
277;Dombivali  east;MAHARASHTRA;421201;IN
278;NEW DELHI;DELHI;110017;IN
279;PATNA;BIHAR;801105;IN
280;Hyderabad;TELANGANA;500070;IN
281;New delhi;DELHI;110085;IN
282;NEW TOWN;WEST BENGAL;700135;IN
283;HYDERABAD;TELANGANA;502319;IN
284;NEW DELHI;DELHI;110096;IN
285;SIBSAGAR;ASSAM;785667;IN
286;JAMMU;JAMMU & KASHMIR;180015;IN
287;Pune;MAHARASHTRA;411019;IN
288;Pathanapuram;KERALA;689695;IN
289;JAUNPUR;UTTAR PRADESH;222001;IN
290;SOLAPUR;MAHARASHTRA;413001;IN
291;PUNE;MAHARASHTRA;411047;IN
292;MAHBUBNAGAR;TELANGANA;509001;IN
293;Nk sweets Vikasnagar;UTTARAKHAND;248198;IN
294;DARJEELING;WEST BENGAL;734101;IN
295;RANCHI;JHARKHAND;834001;IN
296;BENGALURU;KARNATAKA;560019;IN
297;LUDHIANA;PUNJAB;141001;IN
298;HYDERABAD;TELANGANA;500043;IN
299;MUZAFFARPUR;BIHAR;842002;IN
300;SECUNDERABAD;TELANGANA;500011;IN
301;Sonbhadra;UTTAR PRADESH;231216;IN
302;KAKINADA;ANDHRA PRADESH;533003;IN
303;HALDIA;WEST BENGAL;721635;IN
304;HYDERABAD;TELANGANA;500056;IN
305;Tivim;GOA;403502;IN
306;CHENNAI;TAMIL NADU;600024;IN
307;Agra;UTTAR PRADESH;282001;IN
308;MANDVI KACHCHH DISTRICT;Gujarat;370465;IN
309;SAMBALPUR;ODISHA;768004;IN
310;KANNIYAKUMARI;TAMIL NADU;629701;IN
311;HYDERABAD;TELANGANA;500094;IN
312;CHENNAI;TAMIL NADU;600091;IN
313;PURNIA;BIHAR;854301;IN
314;SHILLONG;MEGHALAYA;793022;IN
315;PUNE;MAHARASHTRA;411057;IN
316;TADEPALLIGUDEM;ANDHRA PRADESH;534101;IN
317;Ghaziabad;UTTAR PRADESH;201001;IN
318;GWALIOR;MADHYA PRADESH;474001;IN
319;AKOLA;MAHARASHTRA;444101;IN
320;JORHAT;ASSAM;785001;IN
321;CHENNAI;TAMIL NADU;600100;IN
322;RAMANAGARA;KARNATAKA;562159;IN
323;Vijayapur;KARNATAKA;586109;IN
324;BOKARO STEEL CITY;JHARKHAND;827001;IN
325;BENGALURU;KARNATAKA;560008;IN
326;LUCKNOW;UTTAR PRADESH;226002;IN
327;KHAMMAM;TELANGANA;507003;IN
328;NEW DELHI;DELHI;110084;IN
329;AURANGABAD;MAHARASHTRA;431002;IN
330;GADARWARA;MADHYA PRADESH;487551;IN
331;HYDERABAD;TELANGANA;500050;IN
332;PUDUCHERRY;PUDUCHERRY;605001;IN
333;SHIRDI;MAHARASHTRA;423109;IN
334;VELLORE;TAMIL NADU;632004;IN
335;Mangaluru;KARNATAKA;575007;IN
336;SINGRAULI;MADHYA PRADESH;486889;IN
337;NEW DELHI;DELHI;110063;IN
338;BENGALURU;KARNATAKA;560077;IN
339;MUMBAI;MAHARASHTRA;400097;IN
340;THRIPPUNITHURA;KERALA;682301;IN
341;KENDUJHAR;ODISHA;758001;IN
342;MUMBAI;MAHARASHTRA;400066;IN
343;CHENNAI;TAMIL NADU;600015;IN
344;CHENNAI;TAMIL NADU;600115;IN
345;GURUGRAM;HARYANA;122022;IN
346;LUDHIANA;PUNJAB;141012;IN
347;Nerul;GOA;403114;IN
348;IMPHAL;MANIPUR;795004;IN
349;PALASBARI;ASSAM;781120;IN
350;Chikkaballapur;KARNATAKA;562101;IN
351;Andul near maya stores;WEST BENGAL;711302;IN
352;BENGALURU;KARNATAKA;560078;IN
353;MUMBAI;MAHARASHTRA;400067;IN
354;HYDERABAD;TELANGANA;500067;IN
355;BENGALURU;KARNATAKA;560011;IN
356;BENGALURU;KARNATAKA;560035;IN
357;SURAT;Gujarat;395007;IN
358;CHITTOOR;ANDHRA PRADESH;517001;IN
359;KADUR;KARNATAKA;577548;IN
360;SURATGARH;RAJASTHAN;335804;IN
361;MUMBAI;MAHARASHTRA;400095;IN
362;DINANAGAR;PUNJAB;143531;IN
363;KOLKATA;WEST BENGAL;700028;IN
364;KALYAN;MAHARASHTRA;421004;IN
365;ARAKANDANALLUR;TAMIL NADU;605752;IN
366;BHOPAL;MADHYA PRADESH;462038;IN
367;HYDERABAD;TELANGANA;500036;IN
368;Bhatgaon;CHHATTISGARH;497235;IN
369;BHANJANAGAR;ODISHA;761126;IN
370;VISAKHAPATNAM;ANDHRA PRADESH;531173;IN
371;MADHURAWADA;ANDHRA PRADESH;530048;IN
372;ALMORA;UTTARAKHAND;263601;IN
373;PRODDATUR;ANDHRA PRADESH;516360;IN
374;SHRIGONDA;MAHARASHTRA;413701;IN
375;WARANGAL;TELANGANA;506330;IN
376;CHENNAI;TAMIL NADU;600089;IN
377;FAIZABAD;UTTAR PRADESH;224001;IN
378;BHIWADI;RAJASTHAN;301019;IN
379;ALLAHABAD;UTTAR PRADESH;211002;IN
380;WARANGAL;TELANGANA;506009;IN
381;Vadodara;Gujarat;390011;IN
382;NEW DELHI;DELHI;110030;IN
383;NASHIK;MAHARASHTRA;422101;IN
384;Malda;WEST BENGAL;732103;IN
385;KALYAN;MAHARASHTRA;421301;IN
386;VISAKHAPATNAM;ANDHRA PRADESH;530047;IN
387;KOLLAM;KERALA;690521;IN
388;BENGALURU;KARNATAKA;560021;IN
389;MUMBAI;MAHARASHTRA;400042;IN
390;GUNTUR;ANDHRA PRADESH;522614;IN
391;AHMEDABAD;Gujarat;380058;IN
392;MANGALURU;KARNATAKA;575002;IN
393;BENGALURU;KARNATAKA;560043;IN
394;Pune;MAHARASHTRA;411033;IN
395;ROORKEE;UTTARAKHAND;247667;IN
396;NAGPUR;MAHARASHTRA;440006;IN
397;Golabandha;ODISHA;761002;IN
398;BHATPARA;WEST BENGAL;743127;IN
399;Palampur;HIMACHAL PRADESH;176092;IN
400;PUNE;MAHARASHTRA;411001;IN
401;KANPUR;UTTAR PRADESH;208017;IN
402;MUMBAI;MAHARASHTRA;400074;IN
403;CHENNAI;TAMIL NADU;600128;IN
404;NEW DELHI;DELHI;110058;IN
405;PICHHORE SHIVPURI DISTRICT;MADHYA PRADESH;473995;IN
406;LUCKNOW;UTTAR PRADESH;226025;IN
407;SIKANDARABAD INDUSTRIAL AREA;UTTAR PRADESH;203205;IN
408;MUMBAI;MAHARASHTRA;400098;IN
409;THIRUVANANTHAPURAM;KERALA;695005;IN
410;MAVELIKKARA;KERALA;690107;IN
411;KOLKATA;WEST BENGAL;700022;IN
412;THANE;MAHARASHTRA;400615;IN
413;MYSURU;KARNATAKA;570001;IN
414;QADIAN;PUNJAB;143516;IN
415;BHUBANESWAR;ODISHA;751021;IN
416;KALABURGI;KARNATAKA;585101;IN
417;NAGPUR;MAHARASHTRA;440003;IN
418;Rangareddy;TELANGANA;509327;IN
419;HYDERABAD;TELANGANA;500013;IN
420;Ahmedabad;Gujarat;380054;IN
421;CHENNAI;TAMIL NADU;600063;IN
422;DHARMANAGAR;TRIPURA;799250;IN
423;JAIPUR;RAJASTHAN;302012;IN
424;Jhajjar;HARYANA;124103;IN
425;HYDERABAD;TELANGANA;500005;IN
426;BENGALURU;KARNATAKA;560105;IN
427;JAMSHEDPUR;JHARKHAND;831005;IN
428;VADODARA;Gujarat;390016;IN
429;MEERUT;UTTAR PRADESH;250001;IN
430;GORAKHPUR;UTTAR PRADESH;273004;IN
431;MUDBIDRI;KARNATAKA;574227;IN
432;VASCO DA GAMA;GOA;403802;IN
433;NADIAD;Gujarat;387001;IN
434;Nagpur;MAHARASHTRA;440015;IN
435;HYDERABAD;TELANGANA;500006;IN
436;VISAKHAPATNAM;ANDHRA PRADESH;530027;IN
437;KANPURKanpur;UTTAR PRADESH;208013;IN
438;HYDERABAD;TELANGANA;500098;IN
439;Hamirpur;UTTAR PRADESH;210504;IN
440;CHENNAI;TAMIL NADU;600086;IN
441;AMRITSAR;PUNJAB;143001;IN
442;NEW DELHI;DELHI;110039;IN
443;COIMBATORE;TAMIL NADU;641037;IN
444;PALI;RAJASTHAN;306401;IN
445;BASSEIN;MAHARASHTRA;401201;IN
446;THIRUVALLA;KERALA;689101;IN
447;IMPHAL;MANIPUR;795113;IN
448;AMBASAMUDRAM;TAMIL NADU;627401;IN
449;Pathanamthitta;KERALA;689698;IN
450;Chennai;TAMIL NADU;600002;IN
451;Vizianagaram;ANDHRA PRADESH;535002;IN
452;CHITTOOR district;ANDHRA PRADESH;517113;IN
453;RAE BARELI;UTTAR PRADESH;229001;IN
454;Benipur;BIHAR;847201;IN
455;KHATIMA;UTTARAKHAND;262308;IN
456;ERODE;TAMIL NADU;638005;IN
457;BOKARO STEEL CITY;JHARKHAND;827012;IN
458;Ulhasnagar;MAHARASHTRA;421001;IN
459;INDORE;MADHYA PRADESH;452010;IN
460;HALWARA;PUNJAB;141106;IN
461;THANE;MAHARASHTRA;401101;IN
462;BENGALURU;KARNATAKA;560056;IN
463;Neelakudi, Thiruvarur;TAMIL NADU;610005;IN
464;JAIPUR;RAJASTHAN;302021;IN
465;CUTTACK;ODISHA;753009;IN
466;KOLKATA;WEST BENGAL;700032;IN
467;VIJAYAWADA;ANDHRA PRADESH;520015;IN
468;VASAI VIRAR;MAHARASHTRA;401209;IN
469;SHIMLA;HIMACHAL PRADESH;171009;IN
470;COIMBATORE;TAMIL NADU;641062;IN
471;DARBHANGA;BIHAR;846003;IN
472;BURDWAN;WEST BENGAL;713101;IN
473;HYDERABAD;TELANGANA;500055;IN
474;KOLKATA;WEST BENGAL;700017;IN
475;MIHAN;MAHARASHTRA;441110;IN
476;KHURJA;UTTAR PRADESH;203131;IN
477;NEW DELHI;DELHI;110029;IN
478;Choglamsar;LADAKH;194104;IN
479;BENGALURU;KARNATAKA;560033;IN
480;YAVATMAL;MAHARASHTRA;445001;IN
481;Allahabad;UTTAR PRADESH;212404;IN
482;REDHAKHOL;ODISHA;768106;IN
483;FARIDABAD;HARYANA;121002;IN
484;CHENNAI;TAMIL NADU;600071;IN
485;SHILLONG;MEGHALAYA;793018;IN
486;HYDERABAD;TELANGANA;500084;IN
487;FARIDPUR BAREILLY DISTRICT;UTTAR PRADESH;243503;IN
488;Rourkela;ODISHA;769015;IN
489;VIZIANAGARAM;ANDHRA PRADESH;535004;IN
490;JAIPUR;RAJASTHAN;302019;IN
491;DHARWAD;KARNATAKA;580003;IN
492;DAULATPUR;HIMACHAL PRADESH;177204;IN
493;JALNA;MAHARASHTRA;431203;IN
494;KARIMNAGAR;TELANGANA;505001;IN
495;NEW DELHI;DELHI;110033;IN
496;ARVI,Dist- wardha;MAHARASHTRA;442201;IN
497;Kurseong;WEST BENGAL;734203;IN
498;HYDERABAD;TELANGANA;500015;IN
499;NANDURA;MAHARASHTRA;443404;IN
500;DIU;DADRA AND NAGAR;362570;IN
501;GHAZIABAD;UTTAR PRADESH;201010;IN
502;Chennai;TAMIL NADU;600012;IN
503;PONNERI;TAMIL NADU;601204;IN
504;HYDERABAD;TELANGANA;500049;IN
505;SERAMPORE;WEST BENGAL;712249;IN
506;Kinnigoli;KARNATAKA;574141;IN
507;MIRZAPUR CUM VINDHYACHAL;UTTAR PRADESH;231001;IN
508;DIBRUGARH;ASSAM;786001;IN
509;THANE;MAHARASHTRA;401105;IN
510;BENGALURU;KARNATAKA;560066;IN
511;Deganga;WEST BENGAL;743438;IN
512;KOLKATA;WEST BENGAL;700033;IN
513;KARIMGANJ;ASSAM;788710;IN
514;AHMEDABAD;Gujarat;382340;IN
515;ALATHUR;KERALA;678572;IN
516;Aluva;KERALA;683102;IN
517;CHENNAI;TAMIL NADU;600083;IN
518;AZAMGARH;UTTAR PRADESH;276141;IN
519;NIZAMABAD;TELANGANA;503001;IN
520;LONI KALBHOR;MAHARASHTRA;412201;IN
521;KHELARI;JHARKHAND;829205;IN
522;BENGALURU;KARNATAKA;560097;IN
523;GHAZIPUR;UTTAR PRADESH;233001;IN
524;PUNE;MAHARASHTRA;411048;IN
525;CUTTACK;ODISHA;753001;IN
526;KALABURGI;KARNATAKA;585104;IN
527;KATIHAR;BIHAR;855102;IN
528;BENGALURU;KARNATAKA;560086;IN
529;NAGERCOIL;TAMIL NADU;629002;IN
530;MUMBAI;MAHARASHTRA;400077;IN
531;KOTHAGUDEM;TELANGANA;507101;IN
532;BHINDER;RAJASTHAN;313603;IN
533;AHMEDABAD;Gujarat;382481;IN
534;CHENNAI;TAMIL NADU;600078;IN
535;JALANDHAR;PUNJAB;144005;IN
536;NARASAPUR;ANDHRA PRADESH;534275;IN
537;PALAKKAD;KERALA;678502;IN
538;PARVATHIPURAM;ANDHRA PRADESH;535501;IN
539;PUNE;MAHARASHTRA;411024;IN
540;Mumbai;MAHARASHTRA;400030;IN
541;SATNA;MADHYA PRADESH;485001;IN
542;Padur;TAMIL NADU;603103;IN
543;MADURAI;TAMIL NADU;625007;IN
544;MUMBAI;MAHARASHTRA;400029;IN
545;BALLIA;UTTAR PRADESH;277001;IN
546;PUNE;MAHARASHTRA;411041;IN
547;FARIDABAD;HARYANA;121003;IN
548;KALYAN;MAHARASHTRA;421204;IN
549;DEVARAKONDA;TELANGANA;508248;IN
550;GURUGRAM;HARYANA;122017;IN
551;THRISSUR;KERALA;680003;IN
552;Bangalore;KARNATAKA;560061;IN
553;BENGALURU;KARNATAKA;560057;IN
554;BENGALURU;KARNATAKA;560032;IN
555;DHARMAPURI;TAMIL NADU;636701;IN
556;MEERUT;UTTAR PRADESH;250002;IN
557;SECUNDERABAD;TELANGANA;500009;IN
558;NOIDA;UTTAR PRADESH;201305;IN
559;DANGUWAPASI;JHARKHAND;833212;IN
560;DHEMAJI;ASSAM;786189;IN
561;PULGAON;MAHARASHTRA;442302;IN
562;AKATHIYOOR;KERALA;680542;IN
563;KOLKATA;WEST BENGAL;700004;IN
564;Imphal east;MANIPUR;795008;IN
565;CHEBROLU;ANDHRA PRADESH;522212;IN
566;Alappuzha;KERALA;688006;IN
567;AKBARPUR;UTTAR PRADESH;224122;IN
568;NAGPUR;MAHARASHTRA;441111;IN
569;NABAGRAM COLONY;WEST BENGAL;712246;IN
570;KOLKATA;WEST BENGAL;700074;IN
571;THANE;MAHARASHTRA;400604;IN
572;KOZHIKODE;KERALA;673574;IN
573;PUDUCHERRY;PUDUCHERRY;605009;IN
574;NEW DELHI;DELHI;110086;IN
575;NELAMANGALA;KARNATAKA;562123;IN
576;KOTPAD, Koraput;ODISHA;764058;IN
